AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoop,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoop,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBullyPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBully,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoopPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoop,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBully,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullied,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBullyPunish,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBully,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCfr,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCfr,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCoopPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterBullyPunish,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoop,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.16696188,0.29535094,0.94501287,0.98756313,0.04208054,0.5232012,0.9266633
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCfr,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBullyPunish,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoop,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCfr,0.17432359,0.07559975,0.3306246,0.084853634,0.64236844,0.2625083,0.6054866
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCoopPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBullyPunish,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterCfr,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterMinimax,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.21770735,0.05785626,0.1069915,0.026105829,0.7445493,0.11391846,0.16924386
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
AlgaaterBully,0.1650493,0.17324625,0.8528423,0.98669356,0.10386335,0.2537302,0.8255948
