AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterCoopPunish,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterBullyPunish,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBullyPunish,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterCfr,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterBully,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoop,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterCoop,0.0,1.719329,1.6938306,0.0,0.0,0.07960794,0.0,0.48744705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85916495,0.0,0.96865374,0.0,2.1152744,0.60582376,0.0,0.0,2.060559,0.0,0.0,0.0,1.6169219,0.0,0.9239066,0.0
AlgaaterBullyPunish,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBullyPunish,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0918193,0.77298826,0.0,0.70853806,0.20345935,0.0,0.041781105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578086,0.0,1.47504,0.53016025,0.0,0.0,0.6855146,0.0,0.0,0.0,0.86750436,0.5084116,1.1257268,0.0
AlgaaterBullied,0.0,1.0918193,0.77298826,0.0,0.70853806,0.20345935,0.0,0.041781105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578086,0.0,1.47504,0.53016025,0.0,0.0,0.6855146,0.0,0.0,0.0,0.86750436,0.5084116,1.1257268,0.0
AlgaaterCoop,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCoop,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,2.0728934,1.3510921,0.0,0.0,0.0,0.0,0.33725867,0.5025791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5252283,0.0,0.94757444,0.0,2.0705843,0.31667626,0.0,0.0,2.048291,0.0,0.0,0.46758425,1.2800907,0.0,0.41682285,0.0
AlgaaterCoopPunish,0.0,2.0728934,1.3510921,0.0,0.0,0.0,0.0,0.33725867,0.5025791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5252283,0.0,0.94757444,0.0,2.0705843,0.31667626,0.0,0.0,2.048291,0.0,0.0,0.46758425,1.2800907,0.0,0.41682285,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterMinimax,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCoop,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCoop,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullied,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBully,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBully,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterBullyPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoop,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoop,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterMinimax,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCfr,0.0,1.1019673,0.79098016,0.0,0.6494388,0.1724601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777059,0.0,1.442001,0.51472944,0.0,0.0,0.7222831,0.0,0.0,0.0,0.85941786,0.6429562,1.220456,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,1.0918193,0.77298826,0.0,0.70853806,0.20345935,0.0,0.041781105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578086,0.0,1.47504,0.53016025,0.0,0.0,0.6855146,0.0,0.0,0.0,0.86750436,0.5084116,1.1257268,0.0
AlgaaterCfr,0.0,1.0918193,0.77298826,0.0,0.70853806,0.20345935,0.0,0.041781105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578086,0.0,1.47504,0.53016025,0.0,0.0,0.6855146,0.0,0.0,0.0,0.86750436,0.5084116,1.1257268,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCoopPunish,0.0,1.0403308,0.79996467,0.0,0.77361244,0.24955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298224,0.0,1.4259803,0.577608,0.0,0.0,0.78122264,0.0,0.0,0.0,0.8685535,0.49709964,1.2734717,0.0
AlgaaterCfr,0.0,2.0728934,1.3510921,0.0,0.0,0.0,0.0,0.33725867,0.5025791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5252283,0.0,0.94757444,0.0,2.0705843,0.31667626,0.0,0.0,2.048291,0.0,0.0,0.46758425,1.2800907,0.0,0.41682285,0.0
AlgaaterCfr,0.0,2.0728934,1.3510921,0.0,0.0,0.0,0.0,0.33725867,0.5025791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5252283,0.0,0.94757444,0.0,2.0705843,0.31667626,0.0,0.0,2.048291,0.0,0.0,0.46758425,1.2800907,0.0,0.41682285,0.0
