AlgaaterCoop,0.5841219,0.1842522,0.48115626,0.33786118,0.7788744,0.3083891,0.68356156,0.12181546,0.2723155,0.39035732,0.45036596,0.2878971,0.4417876,0.15007845,0.77622575,0.45728043,0.2104318,0.23898612,0.6133816,0.53234607,0.6712511,0.40120932,0.69472307,0.28305632,0.60449356,0.22063708,0.2948773,0.7289652,0.2705316,0.58288664,0.26201904,0.5995366,0.43218595,0.15733245,0.53486073,0.0672141,0.5977268,0.41650322,0.6455919,0.5454369,0.5309156,0.17095092,0.36858174,0.4226222,0.37054178,0.5495352,0.36053768,0.54135996,0.47989023,0.21504104,0.49861518,0.56074953,0.3155522,0.7779333,0.35773885,0.3703938,0.4553348,0.5009663,0.5699593,0.46388844,0.4452446,0.7133264,0.3724896,0.27251315,0.5845146,0.87994087,0.60460216,0.8198093,0.7538179,0.62640387,0.37872037,0.1380384,0.63049555,0.29126018,0.7011707,0.71935344,0.26192737,0.23489474,0.36039898,0.6935469,0.4254027,0.5544224,0.61672795,0.6220047,0.51787037,0.16689949,0.27534893,0.19204256,0.5008542,0.6678935,0.13927267,0.3603423,0.39505905,0.61901796,0.57063425,0.4375046,0.5091197,0.3320506,0.17125657,0.22898862
AlgaaterCoop,0.5841219,0.1842522,0.48115626,0.33786118,0.7788744,0.3083891,0.68356156,0.12181546,0.2723155,0.39035732,0.45036596,0.2878971,0.4417876,0.15007845,0.77622575,0.45728043,0.2104318,0.23898612,0.6133816,0.53234607,0.6712511,0.40120932,0.69472307,0.28305632,0.60449356,0.22063708,0.2948773,0.7289652,0.2705316,0.58288664,0.26201904,0.5995366,0.43218595,0.15733245,0.53486073,0.0672141,0.5977268,0.41650322,0.6455919,0.5454369,0.5309156,0.17095092,0.36858174,0.4226222,0.37054178,0.5495352,0.36053768,0.54135996,0.47989023,0.21504104,0.49861518,0.56074953,0.3155522,0.7779333,0.35773885,0.3703938,0.4553348,0.5009663,0.5699593,0.46388844,0.4452446,0.7133264,0.3724896,0.27251315,0.5845146,0.87994087,0.60460216,0.8198093,0.7538179,0.62640387,0.37872037,0.1380384,0.63049555,0.29126018,0.7011707,0.71935344,0.26192737,0.23489474,0.36039898,0.6935469,0.4254027,0.5544224,0.61672795,0.6220047,0.51787037,0.16689949,0.27534893,0.19204256,0.5008542,0.6678935,0.13927267,0.3603423,0.39505905,0.61901796,0.57063425,0.4375046,0.5091197,0.3320506,0.17125657,0.22898862
AlgaaterCoop,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCoop,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCoop,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCoop,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullyPunish,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullyPunish,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCfr,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCfr,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullied,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullied,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullied,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBullied,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBully,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterBully,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCoopPunish,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCoopPunish,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCfr,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
AlgaaterCfr,0.5356676,0.104758635,0.45328292,0.117215596,0.9130253,0.4316258,0.8113797,0.11723563,0.2824214,0.2939543,0.72239155,0.18715571,0.38078472,0.20167895,0.69181496,0.75565267,0.22977678,0.4397343,0.5437897,0.46062106,0.5705387,0.2566164,0.58808684,0.23951729,0.4873607,0.15131862,0.22916253,0.7148336,0.3612705,0.6353911,0.29820713,0.48392972,0.4791762,0.3505964,0.3937812,0.29941124,0.39499792,0.5775069,0.6590279,0.5014521,0.50454545,0.32240385,0.4880977,0.4840374,0.47408426,0.29587448,0.26413158,0.63671374,0.5185162,0.14220235,0.41828397,0.6069951,0.4244641,0.6862519,0.41797084,0.4535689,0.5459776,0.40112442,0.6888932,0.42198128,0.40948611,0.82314384,0.4343355,0.44305384,0.49870542,0.86839366,0.52214855,0.82125056,0.77257276,0.4062357,0.3817934,0.17869024,0.66969776,0.33109748,0.4515752,0.4633527,0.40334967,0.28061602,0.4801917,0.6776175,0.4047027,0.34700727,0.55131537,0.42167422,0.5116082,0.2252156,0.6999824,0.3616542,0.4551048,0.5158592,0.1787248,0.21497244,0.4098425,0.6111512,0.4432203,0.6419539,0.40923077,0.18529981,0.45075178,0.271052
